Date,Open,High,Low,Adj Close,Volume
2021-01-04,222.52999877929688,223.0,214.80999755859375,211.99659729003906,37130100
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,212.20111083984375,23823000
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,206.69888305664062,35930700
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,212.58091735839844,27694500
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,213.87612915039062,22956200
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,211.80184936523438,23031300
2021-01-12,216.5,217.10000610351562,213.32000732421875,209.30877685546875,23249300
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,210.6819305419922,20087100
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,207.44876098632812,29480800
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,207.0884246826172,31746500
2021-01-19,213.75,216.97999572753906,212.6300048828125,210.779296875,30480900
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,218.47267150878906,37777300
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,219.0862274169922,30709400
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,220.0405731201172,30172700
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,223.52696228027344,33152100
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,226.25372314453125,49169600
2021-01-27,238.0,240.44000244140625,230.13999938964844,226.80880737304688,69870600
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,232.68109130859375,49111200
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,225.89341735839844,42503100
2021-02-01,235.05999755859375,242.5,232.42999267578125,233.3822784423828,33314200
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,233.24594116210938,25916300
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,236.64466857910156,27158100
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,235.6805419921875,25296100
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,235.8656005859375,18054800
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,236.12852478027344,22211900
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,237.39453125,23565000
2021-02-10,245.0,245.9199981689453,240.88999938964844,236.46939086914062,22186700
2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,238.095703125,15751100
2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,238.5826416015625,16561100
2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,237.3263397216797,26728500
2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,238.3610076904297,21653500
2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,237.9608154296875,16925600
2021-02-19,243.75,243.86000061035156,240.17999267578125,235.208251953125,25262600
2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,228.90269470214844,36446900
2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,227.6923370361328,30228700
2021-02-24,230.00999450683594,235.1999969482422,229.0,228.94174194335938,26339700
2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,223.51470947265625,39542200
2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,226.82363891601562,37819200
2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,231.27459716796875,25324000
2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,228.27798461914062,22812500
2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,222.11886596679688,34029500
2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,221.30870056152344,44727800
2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,226.06228637695312,41872800
2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,221.95294189453125,35267400
2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,228.19017028808594,33080500
2021-03-10,237.0,237.0,232.0399932861328,226.86268615722656,29746800
2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,231.46006774902344,29907600
2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,230.11305236816406,22653700
2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,229.19554138183594,26034900
2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,232.02621459960938,28092200
2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,231.37220764160156,29562100
2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,225.20333862304688,34833000
2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,224.84217834472656,46430700
2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,230.3473358154297,30127000
2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,231.89926147460938,31638400
2021-03-24,237.85000610351562,238.0,235.32000732421875,229.8300018310547,25620100
2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,226.7845916748047,34061900
2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,230.82562255859375,25479900
2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,229.61526489257812,25227500
2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,226.30630493164062,24792000
2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,230.13258361816406,43623500
2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,236.55523681640625,30338000
2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,243.1145782470703,36910600
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,241.9335174560547,22931900
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,243.92471313476562,22719800
2021-04-08,252.77000427246094,254.13999938964844,252.0,247.19461059570312,23625200
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,249.7324676513672,24326800
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,249.79103088378906,27148700
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,252.309326171875,23837500
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,249.4786376953125,23070900
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,253.29518127441406,25627500
2021-04-16,259.4700012207031,261.0,257.6000061035156,254.50552368164062,24878600
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,252.5533447265625,23209300
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,252.08480834960938,19722900
2021-04-21,258.94000244140625,260.67999267578125,257.25,254.34933471679688,24030400
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,251.0208740234375,25606200
2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,254.90573120117188,21462600
2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,255.29611206054688,19763300
2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,255.7061309814453,31014200
2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,248.47328186035156,46903100
2021-04-29,255.4600067138672,256.1000061035156,249.0,246.4722900390625,40589000
2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,246.15017700195312,30945100
2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,245.83782958984375,19626600
2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,241.8651580810547,32756100
2021-05-05,249.05999755859375,249.5,245.82000732421875,240.57672119140625,21901300
2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,243.75877380371094,26491100
2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,246.42352294921875,27032900
2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,241.26976013183594,29299900
2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,240.34246826171875,33641600
2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,233.28533935546875,36684400
2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,237.21896362304688,29624300
2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,242.216552734375,23901100
2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,239.31759643554688,24970200
2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,237.26779174804688,20168000
2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,237.8547821044922,25739800
2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,241.14202880859375,21800700
2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,239.86038208007812,21863100
