Date,Open,High,Low,Adj Close,Volume
2021-01-04,500.29998779296875,500.7900085449219,476.2799987792969,485.3399963378906,3612900
2021-01-05,485.8800048828125,486.0799865722656,479.20001220703125,485.69000244140625,2010100
2021-01-06,474.1000061035156,475.8699951171875,466.0,466.30999755859375,4156600
2021-01-07,471.0,479.6400146484375,468.25,477.739990234375,2901200
2021-01-08,480.0,485.5400085449219,477.2099914550781,485.1000061035156,2266100
2021-01-11,481.989990234375,482.5899963378906,471.29998779296875,474.239990234375,2382400
2021-01-12,474.4100036621094,475.0,464.0,471.6499938964844,2964900
2021-01-13,472.0,477.8500061035156,469.29998779296875,472.04998779296875,2105900
2021-01-14,472.4100036621094,473.54998779296875,462.20001220703125,463.2699890136719,3508300
2021-01-15,462.5,467.8800048828125,457.489990234375,458.0799865722656,3200400
2021-01-19,461.1700134277344,461.5899963378906,453.3399963378906,456.5,4419200
2021-01-20,462.7300109863281,472.3900146484375,458.7699890136719,469.7300109863281,3859000
2021-01-21,470.260009765625,474.69000244140625,466.1000061035156,472.0199890136719,2768700
2021-01-22,472.5,476.3500061035156,470.6099853515625,472.44000244140625,2534300
2021-01-25,474.510009765625,477.70001220703125,463.9800109863281,473.44000244140625,2697400
2021-01-26,473.7300109863281,477.2200012207031,467.760009765625,476.2799987792969,2363100
2021-01-27,470.989990234375,473.6700134277344,455.07000732421875,460.0,3586400
2021-01-28,459.07000732421875,475.0199890136719,459.07000732421875,465.6700134277344,3000700
2021-01-29,462.1700134277344,465.0,455.1099853515625,458.7699890136719,3061100
2021-02-01,462.2799987792969,474.79998779296875,459.82000732421875,470.0,2554800
2021-02-02,473.6499938964844,487.3699951171875,472.54998779296875,484.92999267578125,3022000
2021-02-03,487.0899963378906,488.8500061035156,479.1700134277344,481.9200134277344,2146900
2021-02-04,484.2200012207031,489.8800048828125,481.9200134277344,489.3800048828125,2005100
2021-02-05,490.9200134277344,495.1000061035156,488.0,492.1199951171875,1675000
2021-02-08,494.260009765625,497.8599853515625,489.2099914550781,493.760009765625,1727000
2021-02-09,495.0,497.95001220703125,492.010009765625,496.04998779296875,1571500
2021-02-10,499.1700134277344,499.989990234375,490.2699890136719,492.6700134277344,1764500
2021-02-11,494.5299987792969,497.0,491.0799865722656,496.6199951171875,1609800
2021-02-12,495.1600036621094,499.3599853515625,491.760009765625,498.8399963378906,1450600
2021-02-16,500.0299987792969,506.510009765625,497.6000061035156,501.6400146484375,1845900
2021-02-17,495.4100036621094,495.54998779296875,485.510009765625,491.2300109863281,2112000
2021-02-18,486.32000732421875,489.79998779296875,480.0,488.3699951171875,1803200
2021-02-19,487.1600036621094,488.6499938964844,476.1000061035156,479.1199951171875,2720700
2021-02-22,470.4800109863281,472.1000061035156,466.6600036621094,467.3299865722656,2510500
2021-02-23,461.0199890136719,471.44000244140625,450.1199951171875,467.79998779296875,4164300
