Date,Open,High,Low,Adj Close,Volume
2021-01-04,439.3299865722656,442.239990234375,421.239990234375,391.1867370605469,2417100
2021-01-05,425.04998779296875,429.3900146484375,422.3999938964844,393.8362731933594,1506900
2021-01-06,423.29998779296875,434.5799865722656,420.5400085449219,391.4075622558594,1722600
2021-01-07,432.05999755859375,444.5899963378906,430.6000061035156,407.9024963378906,2126700
2021-01-08,447.0,449.989990234375,438.6499938964844,409.9724426269531,1527100
2021-01-11,440.6099853515625,448.7799987792969,440.4200134277344,410.08282470703125,1166000
2021-01-12,447.7699890136719,454.760009765625,445.6000061035156,413.42230224609375,1384600
2021-01-13,450.29998779296875,453.489990234375,448.1099853515625,415.09661865234375,1311800
2021-01-14,453.510009765625,458.5,451.3299865722656,415.8878173828125,1969200
2021-01-15,448.17999267578125,450.0,440.6600036621094,410.1655578613281,1816500
2021-01-19,448.2799987792969,459.489990234375,448.2799987792969,422.5115051269531,1881900
2021-01-20,459.5199890136719,465.7900085449219,455.0,424.9126281738281,1471000
2021-01-21,462.1099853515625,469.4700012207031,460.3999938964844,429.4571838378906,1574900
2021-01-22,463.7200012207031,467.54998779296875,462.3800048828125,427.80126953125,1624800
2021-01-25,469.55999755859375,470.0,456.0799865722656,427.5897521972656,1469200
2021-01-26,462.6499938964844,467.0299987792969,461.8800048828125,426.7432861328125,1074200
2021-01-27,455.5400085449219,456.9599914550781,441.510009765625,409.107666015625,2185700
2021-01-28,455.5299987792969,458.4800109863281,447.0299987792969,415.58416748046875,1694600
2021-01-29,449.8999938964844,458.1000061035156,447.6300048828125,414.44342041015625,2206900
2021-02-01,455.8500061035156,469.32000732421875,453.5899963378906,429.3836364746094,1702700
2021-02-02,469.760009765625,476.9700012207031,468.0,438.7120361328125,1614100
2021-02-03,476.92999267578125,478.5199890136719,464.5899963378906,427.95770263671875,1785700
2021-02-04,460.0,471.1600036621094,457.4800109863281,432.9623107910156,1524300
2021-02-05,474.3299865722656,476.9200134277344,465.3599853515625,428.7120666503906,1248800
2021-02-08,468.75,473.4200134277344,465.5799865722656,434.86669921875,1761000
2021-02-09,472.0,475.19000244140625,468.6199951171875,436.6421203613281,1275800
2021-02-10,477.2099914550781,477.489990234375,465.489990234375,432.4287109375,1458700
2021-02-11,473.69000244140625,479.3500061035156,469.19000244140625,440.1011962890625,1712300
2021-02-12,478.3800048828125,487.0199890136719,474.8900146484375,447.396484375,1355100
2021-02-16,490.8800048828125,494.7799987792969,487.0199890136719,449.9815979003906,1516300
2021-02-17,484.2300109863281,486.1199951171875,475.05999755859375,443.86383056640625,1408400
2021-02-18,480.2300109863281,485.4100036621094,475.1300048828125,444.5814514160156,1671500
2021-02-19,487.25,495.1400146484375,486.7699890136719,450.74517822265625,1799200
2021-02-22,484.0,486.6099853515625,475.32000732421875,438.2336120605469,1696700
2021-02-23,471.1400146484375,474.6199951171875,456.05999755859375,434.1306457519531,2130300
2021-02-24,467.67999267578125,481.4100036621094,462.6600036621094,442.3918762207031,1512500
